ID	English	Hebrew	Arabic
1754	fruit salad	סלט פירות	سلطة فواكه
1755	frustrated	מתוסכל	محبط
1756	fuel	דלק	وقود
1757	full	מלא	ممتلئ
1758	full name	שם מלא	الإسم الكامل
1759	full-time	משרה מלאה	دوام كامل
1760	fully	לחלוטין	تماماً, بالكامل
1761	fun	כיף, מהנה	مرح, ممتع
1762	fun (adj)	כיפי	مسلٍ
1763	fun (n)	כיף	مرح
1764	funnier (adj) (funny)	יותר מצחיק	أكثر مرحاً, أطرف
1765	funniest (adj) (funny)	הכי מצחיק	الأكثر طرافة
1766	funny (adj)	מצחיק	مضحك, غريب
1767	fur	פרווה	فرو
1768	furious	זועם	غاضب جداً
1769	furniture	רהיטים	أثاث
1770	furniture store	חנות רהיטים	محل أثاث، محل مفروشات
1771	further	יותר, עוד, רחוק יותר	بالإضافة إلى ذلك
1772	future (n)	עתיד	مستقبل
1773	futuristic (adj)	עתידני	مستقبلي
1774	gain	להשיג, לזכות, לרכוש	يكسب
1775	gain weight	לעלות במשקל	يزداد وزناً
1776	Galilee (n)	הגליל	الجليل
1777	game (n)	משחק	لعبة
1778	games	משחקים	ألعاب
1779	gap	פער	فجوة
1780	garage	מוסך	كراج
1781	garbage (n)	אשפה	نفاية, قمامة, نفايات
1782	garden (n)	גינה	حديقة, بستان
1783	gardener	גנן	بستاني
1784	gas (gasoline)	דלק, בנזין	بنزين, وقود
1785	gas (n)	גז, דלק	غاز
1786	gate	שער	بوابة
1787	gather	לאסוף	يجمع
1788	gave (past tense of give)	נתן	أعطى
1789	general	כללי	عام
1790	generally	באופן כללי	بشكل عام
1791	generation	דור	جيل
1792	generous	נדיב	كريم
1793	Geneva	ז'נבה	جنيف
1794	genius	גאון	عبقري
1795	Genoa	ג'נובה	جنوة
1796	gently	בעדינות	بلطف
1797	geography (n)	גיאוגרפיה	جغرافيا
1798	geologist	גיאולוג	جيولوجي
1799	geology	גיאולוגיה	جيولوجيا
1800	Germany	גרמניה	ألمانيا
1801	get	לקבל, להגיע	يحصل على, يصل
1802	get (it) back	להחזיר, לקבל בחזרה	يسترد
1803	get ahead	להתקדם, להצליח	يتقدم
1804	get along (with)	להסתדר (עם)	ينسجم (مع), يتماشى مع
1805	get along (without)	להסתדר (בלי)	يتدبر (بدون)
1806	get along with	להסתדר עם	ينسجم مع
1807	get an autograph	לקבל חתימה	يحصل على توقيع من يعشقه
1808	get around	להסתובב	يتنقل, يتجول
1809	get away	להתרחק, לברוח	يبتعد
1810	get away (from)	להתרחק (מ-), להימלט	يبتعد, يهرب (من)
1811	get away (v)	להימלט	يهرب, يفلت
1812	get away with	להימלט מעונש	يفلت من العقاب
1813	get back	לחזור	يعود
1814	get back up	לקום מחדש	ينهض
1815	get better	להשתפר, להבריא	يتحسن
1816	get by	להסתדר	يتدبر أمره
1817	get close to	להתקרב ל-	يقترب من
1818	get cold	להצטנן	يبرد
1819	get dark	להחשיך	يظلم
1820	get down	לרדת	ينزل
1821	get dressed	להתלבש	يلبس
1822	get hurt	להיפגע	يتأذى
1823	get in	להיכנס	يدخل
1824	get into	להיכנס ל-	يدخل
1825	get it	להבין	يفهم
1826	get lost	ללכת לאיבוד	يضل الطريق
1827	get lost (v)	ללכת לאיבוד	يضل الطريق
1828	get married	להתחתן	يتزوج
1829	get off	לרדת	ينزل
1830	get on	לעלות	يصعد
1831	get on (v)	לעלות	ينجح
1832	get out	לצאת	يخرج
1833	get over	להתגבר על	يتغلب على
1834	get ready	להתכונן	يستعدّ
1835	get rid of	להיפטר מ-	يتخلص من
1836	get shot	להיורות	يُطلق عليه النار
1837	get sick	לחלות	يمرض
1838	get started	להתחיל	يبدأ
1839	get the feel of	לחוש, להרגיש	يحصل من فراغك
1840	get through	להתקדם, להיוושע	يتواصل, يتصل
1841	get to	להגיע ל-	يصل إلى
1842	get to know	להכיר	يتعرف على
1843	get together	להיפגש	يجتمع
1844	get up	לקום, להתעורר	يستيقظ
1845	get up (in the morning)	לקום (בבוקר)	يستيقظ (في الصباح)
1846	get well	להבריא	يتعافى
1847	get worried	לדאוג	يقلق
1848	gets up	קם	يستيقظ, ينهض
1849	giant	ענק	عملاق
1850	gift (n)	מתנה	هدية
1851	gift shop	חנות מתנות	محل هدايا
1852	Ginosar	גינוסר	جينوسار
1853	giraffe	ג'ירפה	زرافة
1854	girl (n)	ילדה	بنت
1855	girlfriend	חברה	صديقة
1856	girls	בנות	بنات
1857	give (v)	לתת	يعطي
1858	give away	למסור, לוותר	يتبرع, يتخلى عن
1859	give back	להחזיר	يعيد
1860	give back (v)	להחזיר	يعيد, يرد
1861	give in	להיכנע	يستسلم
1862	give it all you've got	לתת הכל, מה שאפשר	ما يمكنك
1863	give out	לחלק	يوزع
1864	give up	לוותר, להפסיק	يستسلم, يتخلى عن
1865	gives	נותן	يعطي
1866	giving	נותן	يعطي
1867	glad	שמח	سعيد
1868	glass	זכוכית	زجاج
1869	glasses	משקפיים	نظارات
1870	global warming	התחממות גלובלית	الإحتباس الحراري
1871	glossary (n)	מילון מונחים	قاموس مصطلحات
1872	glove	כפפה	قفاز
1873	glove (n)	כפפה	كف, قفاز
1874	gloves	כפפות	قفازات
1875	glue (n)	דבק	صمغ, غراء
1876	go (v)	ללכת, לנסוע	يذهب, يسافر
1878	go against the tide	ללכת נגד הזרם	يسير ضدّ التيّار
1879	go ahead	להמשיך, לקדם	يتقدم, يواصل
1880	go all the way	ללכת כל הדרך	يسافر المسافة كلها
1881	go along	להמשיך, להסכים	يوافق, يستمر
1882	go away	ללכת, לעזוב	يذهب
1883	go back	לחזור	يعود
1884	go down	לרדת	ينزل
1885	go far	להגיע רחוק	يصل بعيداً, إلى مسافة بعيدة
1886	go for it	לעשות את זה	هيّا، حقّق حلمك!
1887	go hiking	לטייל	يذهب في نزهة
1888	go home	ללכת הביתה	يذهب إلى البيت
1889	go off	לפוצץ, להתפוצץ	ينفجر, يطفئ, ينطلق
1890	go on	להמשיך, להתמשך	يستمر
1891	go on a diet	לעשות דיאטה	يبدأ بالحمية
1892	go on a hike	ללכת לטיול	يقوم بنزهة على الأقدام
1893	go on a ride	לעשות סיבוב / לרכוב על אתרחון	يمتطي
1894	go on a trip	לצאת לטיול	يسافر
1895	go on vacation	לצאת לחופש	يذهب في عطلة
1896	go out	לצאת	يخرج
1897	go over	לעבור על	يراجع
1898	go over (v)	לחזור על, לעבור על	يراجع
1899	go round	להסתובב	يتجول
1900	go shopping	לעשות קניות	يتسوق
1901	go straight	ללכת ישר	يمشي على القراد
1902	go swimming	ללכת לשחות	يذهب للسباحة
1903	go through	לעבור	يمرّ
1904	go to bed	ללכת לישון	يذهب إلى الفراش
1905	go to school	ללכת לבית ספר	يذهب إلى المدرسة
1906	go up	לעלות	يصعد
1907	go well	להצליח	يمر بشكل جيد
1908	go with	ללכת עם	يرافق
1909	go wrong	להשתבש	يخطئ
1910	goal	מטרה	هدف, غاية
1911	goat	עז	عنزة, ماعز
1912	god	אלוהים	الله
1913	goes (go)	הולך	يذهب
1914	goes back	חוזר	يعود
1915	goes down	יורד (השמש)	ينزل, يغرب
1916	goggles (n)	משקפי מגן	نظارات واقية
1917	goin' = going	הולך	ذاهب
1918	going on a trip	יוצא לטיול	يذهب في رحلة
1919	going to be	הולך להיות	سيكون
1920	Golan	הגולן	الجولان
1921	gold	זהב	ذهب
1922	gold (n)	זהב	ذهب
1923	gold medal	מדליית זהב	ميدالية ذهبية
1924	gold mine (n)	מכרה זהב	منجم ذهب
1925	gold necklace	שרשרת זהב	عقد ذهبي, قلادة ذهبية
1926	golf (n)	גולף (ספורט)	غولف
1927	golf cart (n)	עגלת גולף	عربة غولف
1928	gone	הלך, נעלם	إنتقل, غير موجود
1929	gonna (going to)	הולך ל-	سوف
1930	good (adj)	טוב	جيد, حسن
1931	Good for you!	כל הכבוד!	أحسنت! إحتراماً لك!
1932	good loser	מפסיד טוב	خاسر بروح رياضية
1933	good luck	בהצלחה	حظاً سعيداً
1934	Good morning.	בוקר טוב.	صباح الخير.
1935	good things	דברים טובים	أشياء جيدة
1936	good-looking	נאה	جميل, حسن المظهر
1937	goodbye	להתראות	مع السلامة, وداعاً
1938	goodnight	לילה טוב	ليلة سعيدة
1939	goods	סחורה, מוצרים	بضائع
1940	Google Earth	גוגל ארת'	جوجل إيرث, برنامج غوغل إيرث
1941	gorgeous	מהמם, נפלא	رائع الجمال
1942	gorilla	גורילה	غوريلا
1943	got (past tense of get)	קיבל	حصل
1944	got back	חזר	عاد
1945	got back home	חזר הביתה	عاد إلى البيت
1946	got up	קם	نهض, إستيقظ
1947	government	ממשלה	حكومة
1948	grade	ציון, כיתה	علامة, درجة
1949	grade (n)	ציון	علامة, صف
1950	grains	דגנים	حبوب
1951	grammar (n)	דקדוק	قواعد اللغة
1952	grandchildren	נכדים	أحفاد
1953	granddad (n)	סבא	جد
1954	grandfather	סבא	جد
1955	grandmother (n)	סבתא	جدة
1956	grandpa	סבא	جد
1957	grandparents (n)	סבא וסבתא	جدة وجد
1958	grant	מענק, לתת, להעניק	منحة, يمنح
1959	grapes	ענבים	عنب
1960	grass (n)	דשא	عشب
1961	grasshopper	חגב	جندب, جراد
1962	gray	אפור	رمادي
1963	great	גדול, נפלא	عظيم, رائع
1964	great (adj)	גדול, נפלא	عظيم, رائع
1965	great time	זמן נפלא	وقت ممتع, رائع
1966	greatest (adj) (great)	הכי גדול	الأعظم
1967	Greece	יוון	اليونان
1968	Greeks	יוונים	يونانيون
1969	green	ירוק	أخضر
1970	green salad	סלט ירוק	سلطة خضراء
1971	Greenland	גרינלנד	غرينلاند
1972	grew (past tense of grow)	גדל	نما
1973	grew up	גדל	نشأ, ترعرع
1974	grey	אפור	رمادي
1975	grocery store	מכולת, חנות מכולת	بقّالة، البقّال
1976	ground	אדמה, קרקע	أرض, تربة
1977	ground (n)	אדמה, קרקע, רצפה	أرض, تربة, أرضية
1978	group (n)	קבוצה	مجموعة
1979	groups	קבוצות	مجموعات
1980	grow	לגדול, לגדל	ينمو, يكبر
1981	grow (v)	לגדול, לגדל	ينمو, يكبر
1982	grow up	לגדול	يكبر
1983	guard	שומר	حارس
1984	guard (n, v)	שומר, לשמור	حارس, يحرس
1985	guess (v)	לנחש	يخمن, يحزر
1986	Guess what?	נחשו מה?	إحزروا ما هذا؟
1987	guide (n)	מדריך	دليل, مرشد
1988	guide words	מילות מפתח	كلمات دالة, إرشادية
1989	guideline (n)	הנחיה	توجيه, تعليم
1990	guilty	אשם	مذنب
1991	guitar (n)	גיטרה	قيثارة
1992	guitarist	גיטריסט	عازف جيتار
1993	gum (n)	מסטיק	علكة
1994	gun	רובה, אקדח	بندقية, مسدس
1995	gun (n)	אקדח	مسدس, سلاح
1996	gunfire	ירי, אש	إطلاق نار
1997	guy	בחור	شخص، رجل
1998	guys	חברים	أصدقاء, شباب, جماعة
1999	gym	חדר כושר	صالة رياضية
2000	gym (n)	חדר כושר	صالة رياضيات
2001	gymnast	התעמל	لاعب جمباز
2002	gymnastics	התעמלות	جمباز
2003	gymnastics (n)	התעמלות, התעמלות קרקע	جمباز
2004	gymnasts	מתעמלים	لاعبو جمباز
2005	habit	הרגל	عادة
2006	habit (n)	הרגל	عادة
2007	habits	הרגלים	عادات
2008	had (past tense of have)	היה ל-	كان لديه
2009	had a fight	רב, נלחם	تشاجر
2010	had better	כדאי ל-	من المستحسن أن
2011	Hai Bar	חי בר	حاي بار
2012	Hai-Bar	חי בר	حاي بار
2013	Haifa	חיפה	حيفا
2014	hair (n)	שיער	شعر
2015	hairdryer	מייבש שיער	مجفف الشعر
2016	hairy	שעיר	كثير الشعر
2017	Haiti	האיטי	هايتي
2018	half	חצי	نصف
2019	half past	וחצי (שעה)	ونصف (ساعة)
2020	half-time	הפסקה (במשחק)	فترة بين الشوطين
2021	hall	אולם	قاعة
2022	hamburger	המבורגר	هامبورغر
2023	hamburgers	המבורגרים	هامبورغرات
2024	hamster (n)	אוגר	هامستر
2025	hand (n)	יד, כף יד	يد
2026	hand in	להגיש, למסור	يسلم
2027	hand out	לחלק	يوزع
2028	handbag	תיק יד	حقيبة يد
2029	handle (v)	להתמודד עם, לטפל ב-	يتعامل مع
2030	hands	ידיים	أيدي
2031	handsome (adj)	נאה, יפה	وسيم
2032	handstands	עמידת ידיים	الوقوف على اليدين
2033	handy (adj)	שימושי	مفيد
2034	hang	לתלות	يعلق
2035	hang (v)	לתלות	يعلق
2036	hang around	להסתובב (ללא מטרה)	يتسكع
2037	hang up	לנתק שיחת טלפון	يغلق الهاتف
2038	hanger	קולב	علاقة ملابس
2039	Hapoel	הפועל (אגודת ספורט)	هبوعيل (جمعية رياضية)
2040	happen (v)	לקרות	يحدث
2041	happened	קרה	حدث
2042	happens	קורה	يحدث
2043	happily (adv)	בשמחה	بسعادة, بفرح
2044	happiness	אושר	سعادة
2045	happy (adj)	שמח	سعيد
2046	happy to	שמח ל-	سعيد أن
2047	hard (adj)	קשה	صعب
2048	hard time	זמן קשה	وقت صعب
2049	harder (adj) (hard)	יותר קשה	أصعب
2050	hardly	בקושי	بالكاد
2051	hardly ever	כמעט אף פעם לא	نادراً, شبه عادي لا
2052	has (v)	יש ל-	لديه
2053	hasn't	פועל עזר בהווה (שלילי)	فعل مساعد بالحاضر (النفي)
2054	hat	כובע	قبعة
2055	hate (n)	שנאה	كره
2056	hate (v)	לשנוא	يكره
2057	hates	שונא	يكره
2058	Hatsbani River (n)	נהר החצבני	نهر الحاصباني
2059	have (v)	יש ל-	لديه, يملك
2060	have a bath	לעשות אמבטיה	يأخذ حماماً
2061	have a meeting	לקיים פגישה	يعقد إجتماع
2062	Have a nice day	שיהיה לכם יום טוב	نهاركم سعيد
2063	have a plan	יש תכנית	لديه خطة
2064	have a question	יש שאלה	لديه سؤال
2065	have a shower	להתקלח	يأخذ دش
2066	have a talk	לנהל שיחה	يجري محادثة
2067	have an appointment	יש תור / פגישה	لديه موعد
2068	have an idea	יש רעיון	لديه فكرة
2069	have breakfast	לאכול ארוחת בוקר	يتناول وجبة الفطور
2070	have fun	להנות, ליהנות	يتمتع, يتسلى
2071	have in common	יש במשותף	يوجد قاسم مشترك
2072	have lunch	לאכול ארוחת צהריים	يتناول وجبة الغداء
2073	have no doubt	אין ספק	لا شك
2074	have no idea	אין מושג	لا فكرة لي
2075	have nothing to do with it	אין קשר, לא קשור ל-	ليس له أي صلة ب
2076	have supper	לאכול ארוחת ערב	يتناول وجبة العشاء
2077	have time	יש זמן	لديه وقت
2078	have to	חייב, צריך	يجب أن
2079	haven't	פועל עזר בהווה (שלילי)	فعل مساعد بالحاضر (النفي)
2080	having fun	נהנה	يتمتع, يستمتع
2081	he	הוא	هو
2082	head (n)	ראש	رأس
2083	head to	לפנות, לצעוד אל-	يتجه نحو
2084	head towards	לפנות לכיוון	يتجه نحو
2085	heading (n)	כותרת	عنوان
2086	headline (n)	כותרת ראשית	عنوان
2087	headphones	אוזניות	سمّاعات
2088	headwords (n)	מילים מנחות	كلمات دالّة
2089	heal	לרפא	يشفي
